title,description,publishedAt,category,temizlenmis_title,temizlenmis_description,source
Son dakika haberi... Bakan Yerlikaya'dan 'Kayseri' paylaşımlarına ilişkin açıklama,"Kayseri'de meydana gelen olaylarla ilgili yeni açıklama yapan İçişleri Bakanı Ali Yerlikaya, 63 hesap ile ilgili soruşturma başlatıldığını belirtti.",2024-07-01T18:02:00Z,politics,son dakika haberi bakan yerlikayadan kayseri paylaşımlarına ilişkin açıklama,kayseride meydana gelen olaylarla ilgili yeni açıklama yapan içişleri bakanı ali yerlikaya hesap ilgili soruşturma başlatıldığını belirtti,Hurriyet.com.tr
Bu bakışı yasayı görüşen vekillere gönderiyorum,"KERESTE fabrikasındaki yangın sönerken;
Bursa itfaiyesinden bir görevli dumanların arasından gelen bir inleme duydu.",2024-07-20T03:28:24Z,other,bakışı yasayı görüşen vekillere gönderiyorum,kereste fabrikasındaki yangın sönerken bursa itfaiyesinden görevli dumanların arasından gelen inleme duydu,Hurriyet.com.tr
Cumhurbaşkanı Erdoğan'ın Putin ile görüşmesi başladı,Son dakika... Cumhurbaşkanı Erdoğan'ın Rus lider Putin ile görüşmesi başladı,2024-07-03T12:02:09Z,politics,cumhurbaşkanı erdoğanın putin görüşmesi başladı,son dakika cumhurbaşkanı erdoğanın rus lider putin görüşmesi başladı,Haberturk.com
Son dakika... MSB acı haberi duyurdu: Pençe Kilit'te bir asker şehit oldu,"Son dakika haberine göre; Milli Savunma Bakanlığı, ""Pençe Kilit bölgesindeki saldırıda Uzman Çavuş Cebrail Acar şehit oldu, 2 terörist öldürüldü"" açıklamasını yaptı.",2024-07-04T18:39:58Z,other,son dakika msb acı haberi duyurdu pençe kilitte asker şehit oldu,son dakika haberine göre milli savunma bakanlığı pençe kilit bölgesindeki saldırıda uzman çavuş cebrail acar şehit oldu terörist öldürüldü açıklamasını yaptı,Hurriyet.com.tr
"50 yaş altında kanser vakaları hızla artıyor! Tanınmış onkolog, kanser riskini azaltmak için uyguladığı dört kuralı anlattı",Kanserin teşhis ve tedavisi adına son yıllarda atılan önemli adımlar hayatta kalma oranlarında kayda değer bir iyileşme sağladı. Ancak madalyonun diğer yüzüne baktığımızda özellikle 50 yaş altı bireylerdeki vaka sayılarında yüzde 80'lik bir artış olduğunu gör…,2024-07-15T05:46:49Z,other,yaş altında kanser vakaları hızla artıyor tanınmış onkolog kanser riskini azaltmak için uyguladığı dört kuralı anlattı,kanserin teşhis tedavisi adına son yıllarda atılan önemli adımlar hayatta kalma oranlarında kayda değer iyileşme sağladı madalyonun yüzüne baktığımızda özellikle yaş altı bireylerdeki vaka sayılarında yüzde lik artış olduğunu gör,Hurriyet.com.tr
Cumhurbaşkanı Erdoğan'dan açıklamalar,"Son dakika: Cumhurbaşkanı Erdoğan, AK Parti Yerel Yönetimler İstişare ve Değerlendirme Toplantısı'nda açıklamalarda bulunuyor",2024-07-01T11:04:54Z,politics,cumhurbaşkanı erdoğandan açıklamalar,son dakika cumhurbaşkanı erdoğan ak parti yerel yönetimler istişare değerlendirme toplantısında açıklamalarda bulunuyor,Haberturk.com
Bakan Tunç'tan Kayseri olayları açıklaması,"Adalet Bakanı Yılmaz Tunç, dün akşam Kayseri'de meydana gelen olayla ilgili son dakika açıklamalarda bulundu",2024-07-01T19:29:11Z,politics,bakan tunçtan kayseri olayları açıklaması,adalet bakanı yılmaz tunç dün akşam kayseride meydana gelen olayla ilgili son dakika açıklamalarda bulundu,Haberturk.com
Tuzla'da otluk alanda yangın!,Son dakika: İstanbul Tuzla'da ormanlık alanda yangın çıktı. Alevlere çok sayıda ekiple müdahale ediliyor,2024-07-08T10:52:42Z,other,tuzlada otluk alanda yangın,son dakika istanbul tuzlada ormanlık alanda yangın çıktı alevlere sayıda ekiple müdahale ediliyor,Haberturk.com
Cumhurbaşkanı Erdoğan'dan Pezeşkiyan'a telefon,"Son dakika Cumhurbaşkanı Erdoğan, İran'da Cumhurbaşkanı seçilen Pezeşkiyan'ı arayarak kutladı. Erdoğan, mevkidaşına başarılar diledi.",2024-07-08T14:30:55Z,politics,cumhurbaşkanı erdoğandan pezeşkiyana telefon,son dakika cumhurbaşkanı erdoğan iranda cumhurbaşkanı seçilen pezeşkiyanı arayarak kutladı erdoğan mevkidaşına başarılar diledi,Haberturk.com
9. Yargı Paketi'nde son durum ne?,"9. Yargı Paketi hakkındaki son durum gündemdekini yerini korumaya devam ediyor. 4 4 ceza indirimi son dakika gelişmeleri yakından takip edilirken vatandaşın gözü Adalet Bakanlığı'nın yapacağı açıklamada. Peki, 9. Yargı Paketi ne zaman çıkacak, maddeleri neler…",2024-07-18T14:22:42Z,politics,yargı paketinde son durum,yargı paketi hakkındaki son durum gündemdekini yerini korumaya devam ediyor ceza indirimi son dakika gelişmeleri yakından takip edilirken vatandaşın gözü adalet bakanlığının yapacağı açıklamada peki yargı paketi zaman çıkacak maddeleri neler,Haberturk.com
Erzurum'da sel ve heyelan!,Son dakika haberi: Erzurum'da yoğun yağış heyelan ve seli beraberinde getirdi. Ortaya korkutan görüntüler çıktı,2024-07-15T06:49:28Z,other,erzurumda sel heyelan,son dakika haberi erzurumda yoğun yağış heyelan seli beraberinde getirdi ortaya korkutan görüntüler çıktı,Haberturk.com
Cumhurbaşkanı Erdoğan ABD'de,Son dakika haberi... NATO Devlet ve Hükümet Başkanları Zirvesi'ne katılacak olan Cumhurbaşkanı Recep Tayyip Erdoğan ve heyetini taşıyan uçak Washington'a indi,2024-07-09T18:06:00Z,politics,cumhurbaşkanı erdoğan abdde,son dakika haberi nato devlet hükümet başkanları zirvesine katılacak olan cumhurbaşkanı recep tayyip erdoğan heyetini taşıyan uçak washingtona indi,Hurriyet.com.tr
Mevsim normallerinin 6 derece üzerinde! Çok sıcak olacak!,HAVA DURUMU SON DAKİKA: Meteoroloji'den alınan son bilgilere göre; bugün 5 bölgemizde sağanak yağış bekleniyor. Sıcaklıklar ise mevsim normallerinin üzerinde seyrediyor. İşte illerimizde beklenen sıcaklıklar ve hava durumu...,2024-07-16T04:07:54Z,other,mevsim normallerinin derece üzerinde sıcak olacak,hava durumu son dakika meteorolojiden alınan son bilgilere göre bugün bölgemizde sağanak yağış bekleniyor sıcaklıklar ise mevsim normallerinin üzerinde seyrediyor illerimizde beklenen sıcaklıklar hava durumu,Haberturk.com
Datça merkezde 4.1'lik deprem!,"Son dakika: Muğla'nın Datça ilçesinde saat 16.55'te 4,1 büyüklüğünde deprem meydana geldi. Depremin 6,97 kilometre derinlikte meydana geldiği belirlendi",2024-07-07T14:21:08Z,other,datça merkezde lik deprem,son dakika muğlanın datça ilçesinde saat te büyüklüğünde deprem meydana geldi depremin kilometre derinlikte meydana geldiği belirlendi,Haberturk.com
Suikast girişiminden saatler sonra görüntülendi,"Son dakika haberi: ABD Başkan adayı Donald Trump, suikast girişimine uğradıktan saatler sonra özel jetinden inerken görüldü",2024-07-14T08:22:13Z,politics,suikast girişiminden saatler sonra görüntülendi,son dakika haberi abd başkan adayı donald trump suikast girişimine uğradıktan saatler sonra özel jetinden inerken görüldü,Haberturk.com
Sinan Ateş davasında mütalaa açıklandı,Son dakika gelişmesi: Sinan Ateş davasında mütalaa açıklandı. Savcı 3 sanığın beraatini istedi. Duruşma 30 Eylül'e ertelendi,2024-07-19T06:31:19Z,politics,sinan ateş davasında mütalaa açıklandı,son dakika gelişmesi sinan ateş davasında mütalaa açıklandı savcı sanığın beraatini istedi duruşma eylüle ertelendi,Haberturk.com
Bingöl'de orman yangınları çıktı!,Son dakika: Bingöl'ün Genç ve Kiğı ilçesinde orman yangını çıktı. Alevlere çok sayıda ekip tarafından müdahale ediliyor,2024-06-28T12:04:01Z,other,bingölde orman yangınları çıktı,son dakika bingölün genç kiğı ilçesinde orman yangını çıktı alevlere sayıda ekip tarafından müdahale ediliyor,Haberturk.com
Son depremler listesi,"AFAD ve Kandilli son depremler listesi güncel olarak duyuruluyor. İrili ufaklı sarsıntıda dahil hisseden vatandaşlar az önce deprem mi oldu, nerede ve kaç büyüklüğünde sorusuna yanıt arıyor. AFAD ve Kandilli Rasathanesi ile anlık olarak paylaşılıyor. En son K…",2024-07-07T05:13:17Z,other,son depremler listesi,afad kandilli son depremler listesi güncel olarak duyuruluyor irili ufaklı sarsıntıda dahil hisseden vatandaşlar önce deprem mi oldu nerede kaç büyüklüğünde sorusuna yanıt arıyor afad kandilli rasathanesi anlık olarak paylaşılıyor en son k,Haberturk.com
Bodrum'da orman yangını çıktı! Müdahale ediliyor!,SON DAKİKA HABERİ: Muğla'nın Bodrum ilçesinde çıkan orman yangınına havadan ve karadan müdahale ediliyor. Yangınla ilgili inceleme de başlatıldı,2024-07-09T12:06:39Z,other,bodrumda orman yangını çıktı müdahale ediliyor,son dakika haberi muğlanın bodrum ilçesinde çıkan orman yangınına havadan karadan müdahale ediliyor yangınla ilgili inceleme başlatıldı,Haberturk.com
Silivri'de otluk alanda yangın! Evlere de sıçradı,"Son dakika haberler... İstanbul Silivri'de otluk alanda yangın çıktı. Kısa sürede büyüyerek, çevredeki bazı evlere de sıçrayan yangına müdahale ediliyor",2024-07-14T12:43:07Z,other,silivride otluk alanda yangın evlere sıçradı,son dakika haberler istanbul silivride otluk alanda yangın çıktı kısa sürede büyüyerek çevredeki bazı evlere sıçrayan yangına müdahale ediliyor,Haberturk.com
İzmir'de korku dolu anlar!,Son dakika haberler... İzmir Gaziemir'de ormanlık alanda yangın çıktı. Yerleşim yerlerine yakın alanda çıkan yangına müdahale ediliyor,2024-07-18T11:37:45Z,other,izmirde korku dolu anlar,son dakika haberler izmir gaziemirde ormanlık alanda yangın çıktı yerleşim yerlerine yakın alanda çıkan yangına müdahale ediliyor,Haberturk.com
Parkta silahlı saldırı: 2 tutuklama,Adana'dan son dakika çatışma haberleri gelmeye devam ediyor. Parkta meydana gelen silahlı saldırıyla ilgili 2 kişi tutuklandı,2024-07-12T22:38:16Z,other,parkta silahlı saldırı tutuklama,adanadan son dakika çatışma haberleri gelmeye devam ediyor parkta meydana gelen silahlı saldırıyla ilgili kişi tutuklandı,Haberturk.com
Kahramanmaraş'ta deprem!,"Son dakika deprem haberleri yakından takip ediliyor. Ülkemizin deprem riski altındaki bölgelerinde sıklıkla hissedilen son depremler, AFAD ve Kandilli Rasathanesi'nin çalışmalarıyla anbean paylaşılıyor. İşte, 30 Haziran 2024 Pazar günü Türkiye'de meydana gele…",2024-06-30T06:30:52Z,other,kahramanmaraşta deprem,son dakika deprem haberleri yakından takip ediliyor ülkemizin deprem riski altındaki bölgelerinde sıklıkla hissedilen son depremler afad kandilli rasathanesinin çalışmalarıyla anbean paylaşılıyor haziran pazar günü türkiyede meydana gele,Haberturk.com
9. Yargı paketi son durum,"9. Yargı paketi son dakika gelişmeleri ile yakından takip ediliyor. Adalet Bakanı Yılmaz Tunç, 9. Yargı Paketi'nin, milletvekillerinin taslak üzerindeki değerlendirmelerinin tamamlanmasının ardından teklife dönüşeceğini bildirdi. Ceza indirimi, denetimli serb…",2024-07-03T05:44:57Z,other,yargı paketi son durum,yargı paketi son dakika gelişmeleri yakından takip ediliyor adalet bakanı yılmaz tunç yargı paketinin milletvekillerinin taslak üzerindeki değerlendirmelerinin tamamlanmasının ardından teklife dönüşeceğini bildirdi ceza indirimi denetimli serb,Haberturk.com
Adana'da fırtına! Vinç devrildi,SON DAKİKA FACİADAN DÖNÜLDÜ! Adana'da şiddetli yağmur ve rüzgar ağaçları kökünden söktü. Bir inşaatta ise vinç devrildi,2024-07-14T14:53:38Z,other,adanada fırtına vinç devrildi,son dakika faciadan dönüldü adanada şiddetli yağmur rüzgar ağaçları kökünden söktü inşaatta ise vinç devrildi,Haberturk.com
Atatürk heykeline taşla saldırmıştı!,"SON DAKİKA HABERLER: Elazığ'da, kent merkezinde bulunan Atatürk heykeline taşla saldıran H.K., adliyeye sevk edildi. Şüphelinin adliyedeki işlemleri sürüyor",2024-07-15T08:55:13Z,other,atatürk heykeline taşla saldırmıştı,son dakika haberler elazığda kent merkezinde bulunan atatürk heykeline taşla saldıran hk adliyeye sevk edildi şüphelinin adliyedeki işlemleri sürüyor,Haberturk.com
TÜRKSAT 6A'nın son ateşlemesi başarıyla gerçekleşti,"Türkiye'nin ilk yerli ve milli haberleşme uydusu TÜRKSAT 6A'nın, yörünge yolculuğunda 5'inci ve son ateşlemesi başarıyla gerçekleştirildi. Türksat 6A'nın yörünge yolculuğunda planlanan ateşlemelerin sona erdiğini belirten Uraloğlu, ""23.58'de başlayan ve 5,5 d…",2024-07-17T21:28:16Z,technology,türksat anın son ateşlemesi başarıyla gerçekleşti,türkiyenin ilk yerli milli haberleşme uydusu türksat anın yörünge yolculuğunda inci son ateşlemesi başarıyla gerçekleştirildi türksat anın yörünge yolculuğunda planlanan ateşlemelerin sona erdiğini belirten uraloğlu başlayan d,Haberturk.com
Son dakika... TÜRKSAT 6A bu gece uzaya fırlatılıyor... Bakan Uraloğlu CNN Türk'te anlattı,"Son dakika haber... TÜRKSAT 6A, bu gece ABD SpaceX Fırlatma Merkezi'nden uzaya fırlatılacak. Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, CNN Türk'te konuya ilişkin açıklamalarda bulundu. Bakan Uraloğlu, ""10 yıllık bir serüvenden bahsediyoruz. İnşallah ya…",2024-07-08T17:41:00Z,technology,son dakika türksat gece uzaya fırlatılıyor bakan uraloğlu cnn türkte anlattı,son dakika haber türksat gece abd spacex fırlatma merkezinden uzaya fırlatılacak ulaştırma altyapı bakanı abdulkadir uraloğlu cnn türkte konuya ilişkin açıklamalarda bulundu bakan uraloğlu yıllık serüvenden bahsediyoruz inşallah,Hurriyet.com.tr
"Son dakika: Cumhurbaşkanı Erdoğan: Ceza Merih'in şahsına değil, Türk milletine dönük verilmiştir","Cumhurbaşkanı Recep Tayyip Erdoğan, UEFA'nın EURO 2024'ün son 16 turunda oynanan Avusturya maçındaki bozkurt hareketi nedeniyle milli futbolcu Merih Demiral'e verdiği cezayla ilgili, UEFA'nın verdiği ceza tamamen siyasi. Bu ceza, Merih’in şahsına değildir. As…",2024-07-07T11:02:00Z,politics,son dakika cumhurbaşkanı erdoğan ceza merihin şahsına türk milletine dönük verilmiştir,cumhurbaşkanı recep tayyip erdoğan uefanın euro ün son turunda oynanan avusturya maçındaki bozkurt hareketi nedeniyle milli futbolcu merih demirale verdiği cezayla ilgili uefanın verdiği ceza tamamen siyasi ceza merihin şahsına değildir as,Hurriyet.com.tr
Son dakika: 'Soğuk cüzdan' detayı! Polat çiftine yönelik hazırlanan iddianamenin detayları ortaya çıktı,"İstanbul merkezli 6 ilde düzenlenen operasyonun ardından Dilan Polat ile eşi Engin Polat'ın da tutuklandığı soruşturma sonucunda hazırlanan iddianamenin detaylarına ulaşıldı. İddianamede, yasa dışı yollardan edinilen paraların ""soğuk cüzdan yöntemi"" ile siste…",2024-07-10T19:10:36Z,entertainment,son dakika soğuk cüzdan detayı polat çiftine yönelik hazırlanan iddianamenin detayları ortaya çıktı,istanbul merkezli ilde düzenlenen operasyonun ardından dilan polat eşi engin polatın tutuklandığı soruşturma sonucunda hazırlanan iddianamenin detaylarına ulaşıldı iddianamede yasa dışı yollardan edinilen paraların soğuk cüzdan yöntemi siste,Hurriyet.com.tr
"Son dakika... Bakan Kacır, CNN Türk'e soruları yanıtlıyor... ""Uydu üretiminde ilk 11'deyiz""","Son dakika haberi... Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, CNN Türk ekranlarında soruları yanıtlıyor... Uydu üretiminde ilk 11'deyiz diyen Bakan Kacır, TÜRKSAT 6A'nın 2. ateşleme sürecinin başladığını duyurdu. Öte yandan Bakan Kacır, BYD heyeti anlaş…",2024-07-12T17:03:00Z,technology,son dakika bakan kacır cnn türke soruları yanıtlıyor uydu üretiminde ilk deyiz,son dakika haberi sanayi teknoloji bakanı mehmet fatih kacır cnn türk ekranlarında soruları yanıtlıyor uydu üretiminde ilk deyiz diyen bakan kacır türksat anın ateşleme sürecinin başladığını duyurdu öte yandan bakan kacır byd heyeti anlaş,Hurriyet.com.tr
Son dakika... Kurye Ata Emre Akman'ı 25 yerinden bıçaklayarak öldürmüştü! Cezası belli oldu,Balıkesir'de zincir restoranda kurye olarak çalışan üniversite öğrencisi Ata Emre Akman'ı 25 yerinden bıçaklayarak öldüren Erdoğan Özdemir'e önce ağırlaştırılmış müebbet hapis cezası verildi. Ancak sanık 17 yaşında olduğu için cezası 24 yıla düşürüldü. Aynı d…,2024-07-12T13:45:00Z,other,son dakika kurye ata emre akmanı yerinden bıçaklayarak öldürmüştü cezası belli oldu,balıkesirde zincir restoranda kurye olarak çalışan üniversite öğrencisi ata emre akmanı yerinden bıçaklayarak öldüren erdoğan özdemire önce ağırlaştırılmış müebbet hapis cezası verildi sanık yaşında olduğu için cezası yıla düşürüldü aynı d,Hurriyet.com.tr
Son dakika haberi: İzmir'de orman yangını! Adnan Menderes Havalimanı uçak seferleri normale döndü,Son dakika haberi.. İzmir'in Gaziemir ve Buca ilçeleri arasında çıkan orman yangınına müdahale sürüyor. Yangının Adnan Menderes Havalimanı'na yakın konumda olması ve yükselen duman nedeniyle aksayan uçak seferleri normale döndü. İzmir’in Buca ilçesindeki orma…,2024-07-18T21:58:41Z,other,son dakika haberi izmirde orman yangını adnan menderes havalimanı uçak seferleri normale döndü,son dakika haberi izmirin gaziemir buca ilçeleri arasında çıkan orman yangınına müdahale sürüyor yangının adnan menderes havalimanına yakın konumda olması yükselen duman nedeniyle aksayan uçak seferleri normale döndü izmirin buca ilçesindeki orma,Hurriyet.com.tr
Son dakika haberi... Atama kararları Resmi Gazete'de: 5 ilin valisi değişti,"Cumhurbaşkanlığı tarafından yapılan atamalar Resmi Gazete'de yayımlandı. Diyarbakır Valiliği'ne Murat Zoroğlu, Malatya Valiliği'ne Seddar Yavuz atandı",2024-07-09T21:09:00Z,politics,son dakika haberi atama kararları resmi gazetede ilin valisi değişti,cumhurbaşkanlığı tarafından yapılan atamalar resmi gazetede yayımlandı diyarbakır valiliğine murat zoroğlu malatya valiliğine seddar yavuz atandı,Hurriyet.com.tr
Son dakika haberi... Dünyanın gözü ABD'de! Cumhurbaşkanı Erdoğan NATO zirvesine katılıyor,Dünyanın gözü ABD’nin başkenti Washington’da düzenlenen 75. NATO Zirvesi'nde. Cumhurbaşkanı Erdoğan'ın da katılım sağladığı NATO Zirvesi'nde liderler bir araya geldi.,2024-07-10T16:40:00Z,politics,son dakika haberi dünyanın gözü abdde cumhurbaşkanı erdoğan nato zirvesine katılıyor,dünyanın gözü abdnin başkenti washingtonda düzenlenen nato zirvesinde cumhurbaşkanı erdoğanın katılım sağladığı nato zirvesinde liderler araya geldi,Hurriyet.com.tr
"Son dakika... Cumhurbaşkanı Erdoğan'dan ABD'de dönüşü önemli açıklamalar... ""Suriye’de barış en çok bize fayda sağlayacak""","Son dakika haberi... Cumhurbaşkanı Erdoğan, ABD'de düzenlenen NATO’nun 75. kuruluş yıl dönümü törenleri dönüşü uçakta gazetecilerin gündeme ilişkin sorularını yanıtladı. ABD'de ile yapılan F-16 savaş uçağı anlaşmasına ilişkin soruyu yanıtlayan Erdoğan, ""Bizim…",2024-07-12T18:00:00Z,politics,son dakika cumhurbaşkanı erdoğandan abdde dönüşü önemli açıklamalar suriyede barış en bize fayda sağlayacak,son dakika haberi cumhurbaşkanı erdoğan abdde düzenlenen natonun kuruluş yıl dönümü törenleri dönüşü uçakta gazetecilerin gündeme ilişkin sorularını yanıtladı abdde yapılan f savaş uçağı anlaşmasına ilişkin soruyu yanıtlayan erdoğan bizim,Hurriyet.com.tr
Son dakika... MSB açıkladı! Irak'ın kuzeyine hava harekatı: 37 terör hedefi imha edildi,Milli Savunma Bakanlığı Irak'ın kuzeyine gerçekleştirilen hava harekatında 37 terör hedefinin imha edildiğini duyurdu.,2024-07-03T19:47:00Z,politics,son dakika msb açıkladı irakın kuzeyine hava harekatı terör hedefi imha edildi,milli savunma bakanlığı irakın kuzeyine gerçekleştirilen hava harekatında terör hedefinin imha edildiğini duyurdu,Hurriyet.com.tr
Kayıp olarak aranıyordu! Araçta ölü bulundular,"Son dakika: Elazığ'da yaşanan dehşette 1'i kadın 2 kişi otomobilde ölü bulundu. Olayda Halil Çetin'in, dün yakınlarının kayıp başvurusunda bulunduğu Rukiye Yıldırım'ı vurduktan sonra aynı silahla hayatına son verdiği şüphesi üzerinde duruluyor",2024-07-05T13:11:56Z,other,kayıp olarak aranıyordu araçta ölü bulundular,son dakika elazığda yaşanan dehşette i kadın kişi otomobilde ölü bulundu olayda halil çetinin dün yakınlarının kayıp başvurusunda bulunduğu rukiye yıldırımı vurduktan sonra aynı silahla hayatına son verdiği şüphesi üzerinde duruluyor,Haberturk.com
"Rüzgar, yağmur ve sıcak uyarısı","Son dakika haberleri... Meteoroloji'den yapılan son hava durumu tahminlerine göre; Doğu Karadeniz'in iç kesimlerinde yağmur geçişleri görülürken, Marmara'da poyraz etkili olacak. Hava sıcaklıkları Karadeniz'de 2 ila 4 derece artarken diğer bölgelerde önemli b…",2024-06-27T04:32:24Z,other,rüzgar yağmur sıcak uyarısı,son dakika haberleri meteorolojiden yapılan son hava durumu tahminlerine göre doğu karadenizin iç kesimlerinde yağmur geçişleri görülürken marmarada poyraz etkili olacak hava sıcaklıkları karadenizde ila derece artarken bölgelerde önemli b,Haberturk.com
Eylem Tok ve oğlu böyle yakalandı!,SON DAKİKA FLAŞ GÖRÜNTÜ! İstanbul Eyüpsultan'da ölümlü kaza sonrası ABD'ye kaçan Eylem Tok ve oğlu Timur Cihantimur'un gözaltına alınma görüntüleri ortaya çıktı,2024-06-27T12:13:13Z,other,eylem tok oğlu böyle yakalandı,son dakika flaş görüntü istanbul eyüpsultanda ölümlü kaza sonrası abdye kaçan eylem tok oğlu timur cihantimurun gözaltına alınma görüntüleri ortaya çıktı,Haberturk.com
Rize'de sağanak sonrası sel!,Son dakika: Rize'de şiddetli sağanak sele yol açtı. Kentin Pazar ilçesinde yollar göle döndü. Karadeniz Sahil Yolu'nun bazı bölümlerinde de su birikintileri meydana geldi,2024-06-26T13:30:34Z,other,rizede sağanak sonrası sel,son dakika rizede şiddetli sağanak sele yol açtı kentin pazar ilçesinde yollar göle döndü karadeniz sahil yolunun bazı bölümlerinde su birikintileri meydana geldi,Haberturk.com
Beton pompası kırıldı! Feci ölüm!,"SON DAKİKA HABERLERİ: Mardin'in merkez Artuklu ilçesinde, beton pompasının kırılan kolunun altında kalan işçi 31 yaşındaki Eşref K. yaşamını yitirdi. Olayla ilgili soruşturma başlatıldı",2024-07-02T12:08:38Z,other,beton pompası kırıldı feci ölüm,son dakika haberleri mardinin merkez artuklu ilçesinde beton pompasının kırılan kolunun altında kalan işçi yaşındaki eşref k yaşamını yitirdi olayla ilgili soruşturma başlatıldı,Haberturk.com
O ilçede havai fişek kullanımı yasaklandı!,"SON DAKİKA HABERİ: Mersin'in Anamur ilçesinde düğün, nişan ve özel günlerde havai fişek kullanımı yasaklandı. Gürültü kirliliği nedeniyle alınan karar, oy birliğiyle kabul edildi",2024-07-03T06:27:18Z,politics,ilçede havai fişek kullanımı yasaklandı,son dakika haberi mersinin anamur ilçesinde düğün nişan özel günlerde havai fişek kullanımı yasaklandı gürültü kirliliği nedeniyle alınan karar oy birliğiyle kabul edildi,Haberturk.com
Tatilciler dönüş yolunda!,SON DAKİKA TRAFİK DURUMU: 9 günlük Kurban Bayramı tatilinin sona ermesine saatler kala tatilciler dönüş yoluna geçti. Tekirdağ-İstanbul yolunda uzun araç kuyrukları oluşmaya başladı,2024-06-23T12:08:57Z,other,tatilciler dönüş yolunda,son dakika trafik durumu günlük kurban bayramı tatilinin sona ermesine saatler kala tatilciler dönüş yoluna geçti tekirdağistanbul yolunda uzun araç kuyrukları oluşmaya başladı,Haberturk.com
"Tekne battı, facia yaşandı!","Son dakika: Konya'da bulunan Beyşehir Gölü'nde bir tekne alabora oldu. Can pazarının yaşandığı anlarda 3 kişi kurtuldu, 1 kişi ise hayatını kaybetti",2024-06-23T12:18:28Z,other,tekne battı facia yaşandı,son dakika konyada bulunan beyşehir gölünde tekne alabora oldu can pazarının yaşandığı anlarda kişi kurtuldu kişi ise hayatını kaybetti,Haberturk.com
Evini taşlayan damadını öldürdü!,"Son dakika: İstanbul Esenler'de Orhan D., kapısına dayanan ve evini taşlayan damadı Salih Macat'a kurşun yağdırdı. Macat hayatını kaybederken şüpheli yakalanarak gözaltına alındı",2024-07-07T08:59:13Z,other,evini taşlayan damadını öldürdü,son dakika istanbul esenlerde orhan d kapısına dayanan evini taşlayan damadı salih macata kurşun yağdırdı macat hayatını kaybederken şüpheli yakalanarak gözaltına alındı,Haberturk.com
Arkadaşını taşla öldürdü!,"SON DAKİKA HABERLER: Elazığ'da D.E., tartıştığı arkadaşı 27 yaşındaki Yunus Taş’ı başına taşla vurarak öldürdü. Olay sonrası kaçan D.E. yakalanıp, gözaltına alındı. D.E.’nin emniyetteki işlemleri sürüyor",2024-07-09T10:17:31Z,other,arkadaşını taşla öldürdü,son dakika haberler elazığda tartıştığı arkadaşı yaşındaki yunus taşı başına taşla vurarak öldürdü olay sonrası kaçan yakalanıp gözaltına alındı denin emniyetteki işlemleri sürüyor,Haberturk.com
NYT fotoğrafçısı kurşunu görüntüledi!,"Son dakika: ABD Başkan adayı Trump'a yönelik suikast girişiminde dikkat çeken bir görüntü ortaya çıktı. New York Times fotoğrafçısı Doug Mills, Trump'ın hemen yanından geçen kurşunu görüntülemeyi başardı",2024-07-14T08:02:56Z,politics,nyt fotoğrafçısı kurşunu görüntüledi,son dakika abd başkan adayı trumpa yönelik suikast girişiminde dikkat çeken görüntü ortaya çıktı new york times fotoğrafçısı doug mills trumpın hemen yanından geçen kurşunu görüntülemeyi başardı,Haberturk.com
Marinada feci kaza! Tekne ve bot çarpıştı! Denize düştü!,"SON DAKİKA HABERİ: İstanbul'da bir marinada, tekne ile botun çarpışması sonucu denize düşen 41 yaşındaki Selçuk Mahanoğlu'nun cansız bedenine ulaşıldı. Mahanoğlu'nun cenazesi Adli Tıp Kurumuna kaldırıldı. Soruşturma sürüyor",2024-07-16T06:11:40Z,other,marinada feci kaza tekne bot çarpıştı denize düştü,son dakika haberi istanbulda marinada tekne botun çarpışması sonucu denize düşen yaşındaki selçuk mahanoğlunun cansız bedenine ulaşıldı mahanoğlunun cenazesi adli tıp kurumuna kaldırıldı soruşturma sürüyor,Haberturk.com
Van Gölü'nde facia! Can kayıpları var,Son dakika haberi: Van Gölü'nde tam bir facia yaşandı. Göle serinlemek için giren 3 arkadaş kayboldu. Yapılan aramada Müslüm Ülgen ile Serhat Elçi'nin cansız bedenlerine ulaşıldı,2024-07-14T13:18:07Z,other,van gölünde facia can kayıpları var,son dakika haberi van gölünde tam facia yaşandı göle serinlemek için giren arkadaş kayboldu yapılan aramada müslüm ülgen serhat elçinin cansız bedenlerine ulaşıldı,Haberturk.com
İmamoğlu'na saldırı davasında karar!,Son dakika: İBB Başkanı İmamoğlu'na Erzurum mitinginde taşlı saldırıda bulundukları iddiasıyla yargılanan 28 sanığa 5 ay 26'şar gün hapis cezası verildi,2024-07-17T14:05:21Z,politics,imamoğluna saldırı davasında karar,son dakika ibb başkanı imamoğluna erzurum mitinginde taşlı saldırıda bulundukları iddiasıyla yargılanan sanığa ay şar gün hapis cezası verildi,Haberturk.com
