category,temizlenmis_title,temizlenmis_description,title_sentiment_label,description_sentiment_label,title_sentiment,description_sentiment,source,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
politics,ak parti nüfus dinamikleri riskler uluslararası uygulamalar politika önerileri çalıştayı düzenledi,ak parti genel merkez kadın kolları başkanı ayşe keşir türkiyenin doğurganlık hızının hızla düştüğünü belirterek konuda seferber olunacak durumda olunduğunu söyledi anadolu ajansı,neutral,negative,[0.3629309  0.63706917],[0.9495602  0.05043977],Anadolu Agency,"['ak', 'parti', 'nüfus', 'dinamikleri', 'riskler', 'uluslararası', 'uygulamalar', 'politika', 'önerileri', 'çalıştayı', 'düzenledi']","['ak', 'parti', 'nüfus', 'dinamik', 'risk', 'uluslararası', 'uygulama', 'politika', 'öneri', 'çalışta', 'düzenle']","['ak', 'parti', 'genel', 'merkez', 'kadın', 'kolları', 'başkanı', 'ayşe', 'keşir', 'türkiyenin', 'doğurganlık', 'hızının', 'hızla', 'düştüğünü', 'belirterek', 'konuda', 'seferber', 'olunacak', 'durumda', 'olunduğunu', 'söyledi', 'anadolu', 'ajansı']","['ak', 'parti', 'genel', 'merkez', 'kadın', 'kol', 'başkan', 'Hyşe', 'keşir', 'türkiye', 'doğurganlık', 'hız', 'hız', 'düş', 'belir', 'konu', 'seferber', 'ol', 'durum', 'ol', 'söyle', 'anadolu', 'ajan']"
politics,tbmm adalet komisyonu başkanı yüksel uadnin israil işgali hakkındaki danışma görüşünü değerlendirdi,tbmm adalet komisyonu başkanı ak parti istanbul milletvekili cüneyt yüksel divan israilin yasa dışı politika uygulamalarının filistin halkının kendi kaderini tayin hakkına saygı gösterme yükümlülüğünü ihlal ettiğini belirtmiştir dedi anadolu,negative,negative,[0.96018046 0.03981958],[0.99476963 0.00523029],Anadolu Agency,"['tbmm', 'adalet', 'komisyonu', 'başkanı', 'yüksel', 'uadnin', 'israil', 'işgali', 'hakkında', 'ki', 'danışma', 'görüşünü', 'değerlendirdi']","['tbmm', 'adalet', 'komisyon', 'başkan', 'yüksel', 'uadnin', 'israil', 'işgali', 'hak', 'ki', 'danışma', 'görüş', 'değerlen']","['tbmm', 'adalet', 'komisyonu', 'başkanı', 'ak', 'parti', 'istanbul', 'milletvekili', 'cüneyt', 'yüksel', 'divan', 'israilin', 'yasa', 'dışı', 'politika', 'uygulamalarının', 'filistin', 'halkının', 'kendi', 'kaderini', 'tayin', 'hakkına', 'saygı', 'gösterme', 'yükümlülüğünü', 'ihlal', 'ettiğini', 'belirtmiştir', 'dedi', 'anadolu']","['tbmm', 'adalet', 'komisyon', 'başkan', 'ak', 'parti', 'istanbul', 'milletvekili', 'cüneyt', 'yüksel', 'divan', 'israil', 'yasa', 'dış', 'politika', 'uygulama', 'filist', 'halk', 'kendi', 'kader', 'tayin', 'hak', 'saygı', 'göster', 'yükümlülük', 'ihlal', 'et', 'belir', 'de', 'anadolu']"
economics,fed faiz indirimlerine başlamadan önce fazla güvene ihtiyaç duyduğunu bildirdi,abd merkez bankası fed ülkede enflasyonun yıl mütevazı ilerleme kaydettiğini enflasyonun sürdürülebilir şekilde yüzde hedefine hareket ettiğine dair fazla güven kazanana politika faizini düşürmeyi beklemediğini belirtti anadolu,negative,negative,[0.6523696 0.3476304],[0.8324721  0.16752797],Anadolu Agency,"['fed', 'faiz', 'indirimlerine', 'başlamadan', 'önce', 'fazla', 'güvene', 'ihtiyaç', 'duyduğunu', 'bildirdi']","['fed', 'faiz', 'indirim', 'başla', 'önce', 'fazla', 'güven', 'ihtiyaç', 'duy', 'bil']","['abd', 'merkez', 'bankası', 'fed', 'ülkede', 'enflasyonun', 'yıl', 'mütevazı', 'ilerleme', 'kaydettiğini', 'enflasyonun', 'sürdürülebilir', 'şekilde', 'yüzde', 'hedefine', 'hareket', 'ettiğine', 'dair', 'fazla', 'güven', 'kazanana', 'politika', 'faizini', 'düşürmeyi', 'beklemediğini', 'belirtti', 'anadolu']","['abd', 'merkez', 'banka', 'fed', 'ülke', 'enflasyon', 'yıl', 'mütevaz', 'ilerle', 'kaydet', 'enflasyon', 'sürdürülebilir', 'şekil', 'yüz', 'hedef', 'hareket', 'et', 'dair', 'fazla', 'güven', 'kazan', 'politika', 'faiz', 'düşür', 'bekle', 'belir', 'anadolu']"
politics,tbmm başkanı kurtulmuş washingtonda abd düşünce kuruluşu temsilcileriyle araya geldi,tbmm başkanı kurtulmuş yakın çevremizde var olan sorunların süratle çözülmesi barış perspektifinin ortaya konularak bölge ülkeleri arasında normalleşmenin temin edilmesi dış politika perspektifimizde önemli başlıklarımızdan birisidir dedi anadol,negative,neutral,[0.5475219  0.45247814],[0.37619317 0.6238069 ],Anadolu Agency,"['tbmm', 'başkanı', 'kurtulmuş', 'washingtonda', 'abd', 'düşünce', 'kuruluşu', 'temsilcileriyle', 'araya', 'geldi']","['tbmm', 'başkan', 'kurtul', 'washington', 'abd', 'düşünce', 'kuruluş', 'temsilci', 'ara', 'gel']","['tbmm', 'başkanı', 'kurtulmuş', 'yakın', 'çevremizde', 'var', 'olan', 'sorunların', 'süratle', 'çözülmesi', 'barış', 'perspektifinin', 'ortaya', 'konularak', 'bölge', 'ülkeleri', 'arasında', 'normalleşmenin', 'temin', 'edilmesi', 'dış', 'politika', 'perspektifimizde', 'önem', 'li', 'başlıklarımızdan', 'birisi', 'dir', 'dedi', 'anadol']","['tbmm', 'başkan', 'kurtul', 'yakın', 'çevre', 'var', 'ol', 'sorun', 'sürat', 'çöz', 'barış', 'perspektif', 'orta', 'kon', 'bölge', 'ülke', 'ara', 'nor', 'temin', 'et', 'dış', 'politika', 'perspek', 'önem', 'li', 'başlık', 'biri', 'i', 'de', 'anadol']"
politics,reformist cumhurbaşkanına hazırlanan iranda mutlak yetkiler lider hamaneyde,iranda seçimle işbaşına gelen cumhurbaşkanı sınırlı yetkilere sahipken ayetullah ali hamaneyin temsil ettiği liderlik makamı tüm devlet organlarının üzerinde sahip olduğu anayasal yetkilerle iç dış politika konularında son sözü söylüyor anadolu ajansı,negative,neutral,[0.7197499 0.28025  ],[0.00959995 0.9904    ],Anadolu Agency,"['reformist', 'cumhurbaşkanına', 'hazırlanan', 'iranda', 'mutlak', 'yetkiler', 'lider', 'hamaneyde']","['reformist', 'cumhurbaşkanı', 'hazırla', 'iran', 'mutlak', 'yetki', 'lider', 'hamane']","['iranda', 'seçimle', 'işbaşına', 'gelen', 'cumhurbaşkanı', 'sınırlı', 'yetkilere', 'sahipken', 'ayetullah', 'ali', 'hamaneyin', 'temsil', 'ettiği', 'liderlik', 'makamı', 'tüm', 'devlet', 'organlarının', 'üzerinde', 'sahip', 'olduğu', 'anayasal', 'yetkilerle', 'iç', 'dış', 'politika', 'konularında', 'son', 'sözü', 'söylüyor', 'anadolu', 'ajansı']","['iran', 'seçim', 'işbaş', 'gel', 'cumhurbaşkanı', 'sınırlı', 'yetki', 'sah', 'ayetullah', 'ali', 'hamane', 'temsil', 'et', 'liderlik', 'makam', 'tüm', 'devlet', 'organ', 'üzer', 'sahip', 'ol', 'anayasal', 'yetki', 'iç', 'dış', 'politika', 'konu', 'son', 'söz', 'söyle', 'anadolu', 'ajan']"
politics,modinin rusya ziyaretini değerlendiren uzmanlar hindistanın dengeli hareket ettiğini söylüyor,uzmanlar hindistan başbakanı modinin rusyaukrayna savaşının başlamasından yana rusyaya yaptığı ilk ziyaretin yeni delhinin jeopolitik kaygılardan ziyade kendi çıkarlarına yönelik dış politika sürdürmek istediğini yansıttığını düşünüyor anadolu,neutral,negative,[0.4508248 0.5491752],[0.8786021 0.1213979],Anadolu Agency,"['modinin', 'rusya', 'ziyaretini', 'değerlendiren', 'uzmanlar', 'hindistanın', 'dengeli', 'hareket', 'ettiğini', 'söylüyor']","['modi', 'rusya', 'ziyaret', 'değerlen', 'uzman', 'hindista', 'dengeli', 'hareket', 'et', 'söyle']","['uzmanlar', 'hindistan', 'başbakanı', 'modinin', 'rusyaukrayna', 'savaşının', 'başlamasından', 'yana', 'rusyaya', 'yaptığı', 'ilk', 'ziyaretin', 'yeni', 'delhinin', 'jeopolitik', 'kaygılardan', 'ziyade', 'kendi', 'çıkarlarına', 'yönelik', 'dış', 'politika', 'sürdürmek', 'istediğini', 'yansıttığını', 'düşünüyor', 'anadolu']","['uzman', 'hindistan', 'başbakan', 'modi', 'rusyaukrayna', 'savaş', 'başla', 'yana', 'rusyaya', 'yap', 'ilk', 'ziyaret', 'yeni', 'delh', 'jeopolitik', 'kaygı', 'zi', 'kendi', 'çıkar', 'yönelik', 'dış', 'politika', 'sür', 'iste', 'yansı', 'düşün', 'anadolu']"
economics,küresel piyasalar karışık seyrediyor,küresel piyasalar abd merkez bankası fed yetkililerinin temkinli duruşlarını korumaya devam etmesi açıklanan verilerden alınan sinyallerle karışık seyir izliyor,negative,negative,[0.91647506 0.08352491],[0.87293696 0.12706304],Haberturk.com,"['küresel', 'piyasalar', 'karışık', 'seyrediyor']","['küresel', 'piyasa', 'karışık', 'seyret']","['küresel', 'piyasalar', 'abd', 'merkez', 'bankası', 'fed', 'yetkililerinin', 'temkinli', 'duruşlarını', 'korumaya', 'devam', 'etmesi', 'açıklanan', 'verilerden', 'alınan', 'sinyallerle', 'karışık', 'seyir', 'izliyor']","['küresel', 'piyasa', 'abd', 'merkez', 'banka', 'fed', 'yetkili', 'temkinli', 'duruş', 'koru', 'devam', 'et', 'açıkla', 'veri', 'al', 'sinyal', 'karışık', 'seyir', 'izle']"
politics,iranlılar yeni cumhurbaşkanından dünya etkileşim yaptırımların kaldırılmasını bekliyor,iranda haziranda yapılacak cumhurbaşkanlığı seçimlerine gün kalırken halk yeni cumhurbaşkanından dış politika konusunda dünya iyi ilişkiler kurulmasını yaptırımların kaldırılmasını sağlayacak adımlar atmasını bekliyor anadolu ajansı,neutral,neutral,[0.35724717 0.6427528 ],[0.05128561 0.9487143 ],Anadolu Agency,"['iranlılar', 'yeni', 'cumhurbaşkanından', 'dünya', 'etkileşim', 'yaptırımların', 'kaldırılmasını', 'bekliyor']","['iranlı', 'yeni', 'cumhurbaşkanı', 'dünya', 'etkileş', 'yaptırım', 'kal', 'bekle']","['iranda', 'haziranda', 'yapılacak', 'cumhurbaşkanlığı', 'seçimlerine', 'gün', 'kalırken', 'halk', 'yeni', 'cumhurbaşkanından', 'dış', 'politika', 'konusunda', 'dünya', 'iyi', 'ilişkiler', 'kurulmasını', 'yaptırımların', 'kaldırılmasını', 'sağlayacak', 'adımlar', 'atmasını', 'bekliyor', 'anadolu', 'ajansı']","['iran', 'haziran', 'yap', 'cumhurbaşkanlığı', 'seçim', 'gün', 'kal', 'halk', 'yeni', 'cumhurbaşkanı', 'dış', 'politika', 'konu', 'dünya', 'iyi', 'ilişki', 'kur', 'yaptırım', 'kal', 'sağla', 'adım', 'at', 'bekle', 'anadolu', 'ajan']"
politics,kremlin putin erdoğan tüm önemli hassas konuları görüşecek,kremlin dış politika danışmanı yuriy uşakov rusya devlet başkanı vladimir putin cumhurbaşkanı recep tayyip erdoğanın kazakistanın başkenti astanadaki ikili görüşmede tüm önemli hassas konuları ele alacağını bildirdi anadolu ajansı,neutral,neutral,[0.30520457 0.6947954 ],[0.21295387 0.7870462 ],Anadolu Agency,"['kremlin', 'putin', 'erdoğan', 'tüm', 'önem', 'li', 'hassas', 'konuları', 'görüşecek']","['kremlin', 'putin', 'erdoğan', 'tüm', 'önem', 'li', 'hassas', 'konu', 'görüş']","['kremlin', 'dış', 'politika', 'danışmanı', 'yuriy', 'uşakov', 'rusya', 'devlet', 'başkanı', 'vladimir', 'putin', 'cumhurbaşkanı', 'recep', 'tayyip', 'erdoğanın', 'kazakistanın', 'başkenti', 'astanada', 'ki', 'ikili', 'görüşmede', 'tüm', 'önem', 'li', 'hassas', 'konuları', 'ele', 'alacağını', 'bildirdi', 'anadolu', 'ajansı']","['kremlin', 'dış', 'politika', 'danışman', 'yuriy', 'uşakov', 'rusya', 'devlet', 'başkan', 'vladimir', 'putin', 'cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'kazakista', 'başkent', 'astana', 'ki', 'ikili', 'görüşme', 'tüm', 'önem', 'li', 'hassas', 'konu', 'el', 'al', 'bil', 'anadolu', 'ajan']"
economics,merkez bankaları yılın ilk yarısını sınırlı olsa hareketli geçirdi,dünya genelinde enflasyon endişesi yılın ilk yarısında zayıflarken önemli merkez bankalarından bazıları uzun aranın ardından faiz oranlarında değişikliğe gitti anadolu ajansı,neutral,neutral,[0.4803594 0.5196405],[0.32776797 0.6722321 ],Anadolu Agency,"['merkez', 'bankaları', 'yılın', 'ilk', 'yarısını', 'sınırlı', 'olsa', 'hareketli', 'geçirdi']","['merkez', 'banka', 'yıl', 'ilk', 'yarı', 'sınırlı', 'ol', 'hareketli', 'geçir']","['dünya', 'genelinde', 'enflasyon', 'endişesi', 'yılın', 'ilk', 'yarısında', 'zayıflarken', 'önem', 'li', 'merkez', 'bankalarından', 'bazıları', 'uzun', 'aranın', 'ardından', 'faiz', 'oranlarında', 'değişikliğe', 'gitti', 'anadolu', 'ajansı']","['dünya', 'genel', 'enflasyon', 'endişe', 'yıl', 'ilk', 'yarı', 'zayıfla', 'önem', 'li', 'merkez', 'banka', 'bazı', 'uzun', 'ara', 'ardından', 'faiz', 'oran', 'değişiklik', 'git', 'anadol', 'ajan']"
politics,ciaden suikast masalı kennedyye küba trumpa iran,abd eski başkanı trump haziran günü internetten yayın yapan allin podcast programında yılında öldürülen abd başkanı john f kennedy suikastının arkasında cianın amerikan merkezi haberalma teşkilatı olduğunu kısmını açıkladığı belgele,negative,negative,[0.9561854  0.04381461],[0.7372443  0.26275575],Hurriyet.com.tr,"['ciaden', 'suikast', 'masalı', 'kennedyye', 'küba', 'trumpa', 'iran']","['ciaden', 'suikast', 'masal', 'kennedyye', 'küba', 'trumpa', 'iran']","['abd', 'eski', 'başkanı', 'trump', 'haziran', 'günü', 'internetten', 'yayın', 'yapan', 'allin', 'podcast', 'programında', 'yılında', 'öldürülen', 'abd', 'başkanı', 'john', 'f', 'kennedy', 'suikastının', 'arkasında', 'cianın', 'amerikan', 'merkezi', 'haberalma', 'teşkilatı', 'olduğunu', 'kısmını', 'açıkladığı', 'belgele']","['abd', 'eski', 'başkan', 'trump', 'haziran', 'gün', 'internetten', 'yayın', 'yap', 'allin', 'podcast', 'program', 'yıl', 'öl', 'abd', 'başkan', 'john', 'f', 'kennedy', 'suikastı', 'arka', 'cian', 'amerikan', 'merkez', 'haberalma', 'teşkilat', 'ol', 'kısım', 'açıkla', 'belgele']"
politics,cumhurbaşkanı başdanışmanı kılıçtan atlantik konseyi panelinde türkiye vurgusu,cumhurbaşkanı dış politika güvenlik başdanışmanı büyükelçi akif çağatay kılıç atlantik konseyi panelinde yaptığı konuşmada panel adında ingilizce yazan turkey ifadesinin doğru yazılışının türkiye olması gerektiği uyarısını yaptı anadolu ajansı,neutral,negative,[0.27531874 0.72468126],[0.70817673 0.29182333],Anadolu Agency,"['cumhurbaşkanı', 'başdanışmanı', 'kılıçtan', 'atlantik', 'konseyi', 'panelinde', 'türkiye', 'vurgusu']","['cumhurbaşkanı', 'başdanışman', 'kılıç', 'atlantik', 'konsey', 'panel', 'türkiye', 'vurgu']","['cumhurbaşkanı', 'dış', 'politika', 'güvenlik', 'başdanışmanı', 'büyükelçi', 'akif', 'çağatay', 'kılıç', 'atlantik', 'konseyi', 'panelinde', 'yaptığı', 'konuşmada', 'panel', 'adında', 'ingilizce', 'yazan', 'turkey', 'ifadesinin', 'doğru', 'yazılışının', 'türkiye', 'olması', 'gerektiği', 'uyarısını', 'yaptı', 'anadolu', 'ajansı']","['cumhurbaşkanı', 'dış', 'politika', 'güvenlik', 'başdanışman', 'büyükelçi', 'akif', 'çağatay', 'kılıç', 'atlantik', 'konsey', 'panel', 'yap', 'konuş', 'panel', 'ad', 'ingilizce', 'yaz', 'turkey', 'ifade', 'doğru', 'yazılış', 'türkiye', 'ol', 'gerek', 'uyarı', 'yap', 'anadolu', 'ajan']"
politics,kremlin ukrayna ateşkes için rusyanın teklifi meseleye siyasi çözüm sağlayacak,kremlin dış politika danışmanı yuriy uşakov rusyanın ukrayna ateşkes için yaptığı teklifin meselenin siyasi diplomatik yollarla çözümünü sağlayacağını belirterek teklifin kabul edilmesi durumunda çatışmalar derhal durdurulacak dedi anadolu,neutral,negative,[0.30787447 0.6921255 ],[0.8360698  0.16393013],Anadolu Agency,"['kremlin', 'ukrayna', 'ateşkes', 'için', 'rusyanın', 'teklifi', 'meseleye', 'siyasi', 'çözüm', 'sağlayacak']","['kremlin', 'ukrayna', 'ateşkes', 'için', 'rusyan', 'teklif', 'mesele', 'siyasi', 'çözüm', 'sağla']","['kremlin', 'dış', 'politika', 'danışmanı', 'yuriy', 'uşakov', 'rusyanın', 'ukrayna', 'ateşkes', 'için', 'yaptığı', 'teklifin', 'meselenin', 'siyasi', 'diplomatik', 'yollarla', 'çözümünü', 'sağlayacağını', 'belirterek', 'teklifin', 'kabul', 'edilmesi', 'durumunda', 'çatışmalar', 'derhal', 'durdurulacak', 'dedi', 'anadolu']","['kremlin', 'dış', 'politika', 'danışman', 'yuriy', 'uşakov', 'rusyan', 'ukrayna', 'ateşkes', 'için', 'yap', 'teklif', 'mesele', 'siyasi', 'diplomatik', 'yol', 'çözüm', 'sağla', 'belir', 'teklif', 'kabul', 'et', 'durum', 'çatışma', 'derhal', 'dur', 'de', 'anadol']"
economics,gelişmiş ülkelerdeki faiz indirimlerine isviçre merkez bankası öncülük ediyor,isviçre merkez bankası snb son ayda ikinci faiz indirimine giderek gelişmiş ülkelerin para politikasındaki gevşeme adımlarına öncülük ederken avrupa kanada ülkeyi takip etti anadolu ajansı,neutral,neutral,[0.07601276 0.9239872 ],[0.33853477 0.6614652 ],Anadolu Agency,"['gelişmiş', 'ülkelerde', 'ki', 'faiz', 'indirimlerine', 'isviçre', 'merkez', 'bankası', 'öncülük', 'ediyor']","['gelişmiş', 'ülke', 'ki', 'faiz', 'indirim', 'isviçre', 'merkez', 'banka', 'öncülük', 'et']","['isviçre', 'merkez', 'bankası', 'snb', 'son', 'ayda', 'ikinci', 'faiz', 'indirimine', 'giderek', 'gelişmiş', 'ülkelerin', 'para', 'politikasında', 'ki', 'gevşeme', 'adımlarına', 'öncülük', 'ederken', 'avrupa', 'kanada', 'ülkeyi', 'takip', 'etti', 'anadolu', 'ajansı']","['isviçre', 'merkez', 'banka', 'snb', 'son', 'ay', 'ikinci', 'faiz', 'indirim', 'git', 'gelişmiş', 'ülke', 'para', 'politika', 'ki', 'gevşe', 'adım', 'öncülük', 'et', 'avrup', 'kana', 'ülke', 'takip', 'et', 'anadolu', 'ajan']"
politics,cumhurbaşkanı erdoğan kazakistana gitti,cumhurbaşkanı recep tayyip erdoğan şanghay işbirliği örgütünün devlet başkanları zirvesine katılmak üzere saat te kazakistanın başkenti astanaya gitti,neutral,neutral,[0.02757203 0.97242796],[0.15148526 0.8485147 ],Hurriyet.com.tr,"['cumhurbaşkanı', 'erdoğan', 'kazakistana', 'gitti']","['cumhurbaşkanı', 'erdoğan', 'kazakistan', 'git']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'şanghay', 'işbirliği', 'örgütünün', 'devlet', 'başkanları', 'zirvesine', 'katılmak', 'üzere', 'saat', 'te', 'kazakistanın', 'başkenti', 'astanaya', 'gitti']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'şanghay', 'işbirliği', 'örgüt', 'devlet', 'başkan', 'zirve', 'kat', 'üzere', 'saat', None, 'kazakista', 'başkent', 'astana', 'git']"
economics,borsa günü yükselişle tamamladı,borsa istanbulda bist endeksi günü yüzde değer kazanarak puandan tamamladı anadolu ajansı,neutral,neutral,[0.37543368 0.6245663 ],[0.03547564 0.9645243 ],Anadolu Agency,"['borsa', 'günü', 'yükselişle', 'tamamladı']","['borsa', 'gün', 'yükseliş', 'tamamla']","['borsa', 'istanbulda', 'bist', 'endeksi', 'günü', 'yüzde', 'değer', 'kazanarak', 'puandan', 'tamamladı', 'anadolu', 'ajansı']","['borsa', 'istanbul', 'bist', 'endeks', 'gün', 'yüz', 'değer', 'kazan', 'puan', 'tamamla', 'anadolu', 'ajan']"
economics,tcmbden türk lirası mevduatı destekleyecek adım,türkiye cumhuriyet merkez bankası tcmb kur korumalı mevduattan kkm türk lirası tl mevduata geçişin desteklenmesi kkm hesaplarının azaltılmasına yönelik adımlarına devam etti anadolu ajansı,neutral,neutral,[0.18354557 0.8164544 ],[0.09063377 0.90936625],Anadolu Agency,"['tcmbden', 'türk', 'lirası', 'mevduatı', 'destekleyecek', 'adım']","['tcmb', 'türk', 'lira', 'mevduat', 'destekle', 'adım']","['türkiye', 'cumhuriyet', 'merkez', 'bankası', 'tcmb', 'kur', 'korumalı', 'mevduattan', 'kkm', 'türk', 'lirası', 'tl', 'mevduata', 'geçişin', 'desteklenmesi', 'kkm', 'hesaplarının', 'azaltılmasına', 'yönelik', 'adımlarına', 'devam', 'etti', 'anadolu', 'ajansı']","['türkiye', 'cumhuriyet', 'merkez', 'banka', 'tcmb', 'kur', 'korumalı', 'mevduat', 'kkm', 'türk', 'lira', 'tl', 'mevduat', 'geçiş', 'destekle', 'kkm', 'hesap', 'azal', 'yönelik', 'adım', 'devam', 'et', 'anadolu', 'ajan']"
politics,politika yapıcılar için islamofobi mücadelede medya sivil toplum rehberi,politika yapıcılar için islamofobi mücadelede medya sivil toplum rehberi erüoiciphrc işbirliğiyle hazırlanıyor,negative,neutral,[0.65162337 0.34837657],[0.41522807 0.58477193],Haber7.com,"['politika', 'yapıcılar', 'için', 'islamofobi', 'mücadelede', 'medya', 'sivil', 'toplum', 'rehberi']","['politika', 'yapıcı', 'için', 'islamofobi', 'mücadele', 'medya', 'sivil', 'toplum', 'rehber']","['politika', 'yapıcılar', 'için', 'islamofobi', 'mücadelede', 'medya', 'sivil', 'toplum', 'rehberi', 'erüoiciphrc', 'işbirliğiyle', 'hazırlanıyor']","['politika', 'yapıcı', 'için', 'islamofobi', 'mücadele', 'medya', 'sivil', 'toplum', 'rehber', 'erüoiciphrc', 'işbirliki', 'hazırla']"
economics,karahandan faiz konusunda temkinli yaklaşım,bloomberg htde yer alan habere göre türkiye cumhuriyet merkez bankası başkanı fatih karahan faiz artış zamanlamasını tartışmadan önce yılın ötesinde enflasyon hedeflerini tutturabileceklerinden emin olmak istediklerini söyleyerek erken faiz indirimin,negative,negative,[0.6336205  0.36637953],[0.764618   0.23538202],Haberturk.com,"['karahandan', 'faiz', 'konusunda', 'temkinli', 'yaklaşım']","['karahan', 'faiz', 'konu', 'temkinli', 'yaklaşım']","['bloomberg', 'htde', 'yer', 'alan', 'habere', 'göre', 'türkiye', 'cumhuriyet', 'merkez', 'bankası', 'başkanı', 'fatih', 'karahan', 'faiz', 'artış', 'zamanlamasını', 'tartışmadan', 'önce', 'yılın', 'ötesinde', 'enflasyon', 'hedeflerini', 'tutturabileceklerinden', 'emin', 'olmak', 'istediklerini', 'söyleyerek', 'erken', 'faiz', 'indirimin']","['bloomberg', 'htde', 'yer', 'al', 'haber', 'göre', 'türkiye', 'cumhuriyet', 'merkez', 'banka', 'başkan', 'fatih', 'karahan', 'faiz', 'artış', 'zamanlama', 'tartış', 'önce', 'yıl', 'öte', 'enflasyon', 'hedef', 'tut', 'emin', 'ol', 'iste', 'söyle', 'erken', 'faiz', 'indir']"
politics,küresel piyasalar negatif seyrediyor,küresel piyasalar artan jeopolitik riskler abd borsalarında teknoloji hisseleriyle başlayan satış baskısının dünya geneline yayılmasıyla negatif seyir izliyor,neutral,negative,[0.16556638 0.8344336 ],[0.96806    0.03193999],Haberturk.com,"['küresel', 'piyasalar', 'negatif', 'seyrediyor']","['küresel', 'piyasa', 'negatif', 'seyret']","['küresel', 'piyasalar', 'artan', 'jeopolitik', 'riskler', 'abd', 'borsalarında', 'teknoloji', 'hisseleriyle', 'başlayan', 'satış', 'baskısının', 'dünya', 'geneline', 'yayılmasıyla', 'negatif', 'seyir', 'izliyor']","['küresel', 'piyasa', 'art', 'jeopolitik', 'risk', 'abd', 'borsa', 'teknoloji', 'hisse', 'başla', 'satış', 'baskı', 'dünya', 'genel', 'yay', 'negatif', 'seyir', 'izle']"
economics,merkez bankası faiz kararı açıklandı,piyasalarda merakla beklenen türkiye cumhuriyet merkez bankası faiz kararı saat te açıklandı para politikası kurulu yaşar fatih karahan başkanlığında toplandı peki merkez bankası haziran faiz kararı oldu detaylar,neutral,negative,[0.42201498 0.577985  ],[0.83318985 0.16681014],Haberturk.com,"['merkez', 'bankası', 'faiz', 'kararı', 'açıklandı']","['merkez', 'banka', 'faiz', 'karar', 'açıkla']","['piyasalarda', 'merakla', 'beklenen', 'türkiye', 'cumhuriyet', 'merkez', 'bankası', 'faiz', 'kararı', 'saat', 'te', 'açıklandı', 'para', 'politikası', 'kurulu', 'yaşar', 'fatih', 'karahan', 'başkanlığında', 'toplandı', 'peki', 'merkez', 'bankası', 'haziran', 'faiz', 'kararı', 'oldu', 'detaylar']","['piyasa', 'merak', 'bekle', 'türkiye', 'cumhuriyet', 'merkez', 'banka', 'faiz', 'karar', 'saat', 'te', 'açıkla', 'para', 'politika', 'kurul', 'yaşar', 'fatih', 'karahan', 'başkanlık', 'topla', 'peki', 'merkez', 'banka', 'haziran', 'faiz', 'karar', 'ol', 'detay']"
sports,cumhurbaşkanı erdoğan berlinde,cumhurbaşkanı recep tayyip erdoğan türkiye milli futbol takımı hollanda milli takımı arasında oynanacak avrupa futbol şampiyonası euro çeyrek final mücadelesini izlemek üzere berline geldi,neutral,neutral,[0.01835135 0.9816487 ],[0.24104413 0.7589559 ],Haberturk.com,"['cumhurbaşkanı', 'erdoğan', 'berlinde']","['cumhurbaşkanı', 'erdoğan', 'beril']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'türkiye', 'milli', 'futbol', 'takımı', 'hollanda', 'milli', 'takımı', 'arasında', 'oynanacak', 'avrupa', 'futbol', 'şampiyonası', 'euro', 'çeyrek', 'final', 'mücadelesini', 'izlemek', 'üzere', 'berline', 'geldi']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'türkiye', 'milli', 'futbol', 'takım', 'hollanda', 'milli', 'takım', 'ara', 'oyna', 'avrup', 'futbol', 'şampiyona', 'euro', 'çeyrek', 'final', 'mücadele', 'izle', 'üzere', 'berlin', 'gel']"
sports,erdoğan milli maçı izlemek üzere berline gitti,cumhurbaşkanı erdoğan türkiye milli futbol takımı hollanda milli takımı arasında oynanacak avrupa futbol şampiyonası euro çeyrek final mücadelesini izlemek üzere berline gitti,neutral,neutral,[0.05570607 0.944294  ],[0.24592756 0.7540724 ],Haberturk.com,"['erdoğan', 'milli', 'maçı', 'izlemek', 'üzere', 'berline', 'gitti']","['erdoğan', 'milli', 'maçı', 'izle', 'üzere', 'berlin', 'git']","['cumhurbaşkanı', 'erdoğan', 'türkiye', 'milli', 'futbol', 'takımı', 'hollanda', 'milli', 'takımı', 'arasında', 'oynanacak', 'avrupa', 'futbol', 'şampiyonası', 'euro', 'çeyrek', 'final', 'mücadelesini', 'izlemek', 'üzere', 'berline', 'gitti']","['cumhurbaşkanı', 'erdoğan', 'türkiye', 'milli', 'futbol', 'takım', 'hollanda', 'milli', 'takım', 'ara', 'oyna', 'avrup', 'futbol', 'şampiyona', 'euro', 'çeyrek', 'final', 'mücadele', 'izle', 'üzere', 'berlin', 'git']"
