category,temizlenmis_title,Real/Fake,temizlenmis_description,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
politics,astanada üçlü zirve,1,cumhurbaşkanı recep tayyip erdoğan şanghay işbirliği örgütü devlet hükümet başkanları zirvesi kapsamında azerbaycan cumhurbaşkanı ilham aliyev pakistan başbakanı şahbaz şerif üçlü zirve gerçekleştirdi toplantı erdoğanın konakladığı otelde basına,"['astanada', 'üçlü', 'zirve']","['astana', 'üçlü', 'zirve']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'şanghay', 'işbirliği', 'örgütü', 'devlet', 'hükümet', 'başkanları', 'zirvesi', 'kapsamında', 'azerbaycan', 'cumhurbaşkanı', 'ilham', 'aliyev', 'pakistan', 'başbakanı', 'şahbaz', 'şerif', 'üçlü', 'zirve', 'gerçekleştirdi', 'toplantı', 'erdoğanın', 'konakladığı', 'otelde', 'basına']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'şanghay', 'işbirliği', 'örgüt', 'devlet', 'hükümet', 'başkan', 'zirve', 'kapsam', 'azerbaycan', 'cumhurbaşkanı', 'ilham', 'aliyev', 'pakistan', 'başbakan', 'şahbaz', 'şerif', 'üçlü', 'zirve', 'gerçekleş', 'toplantı', 'erdoğan', 'konakla', 'otel', 'bas']"
economics,altında düşüş başladı,1,süredir rekor üzerine rekor kırarak yatırımcısını güldüren altın fiyatları bugün itibarıyla düşmeye başladı bugün gram altın bin tlden çeyrek ise bin tlden işlem görüyor temmuz canlı altın fiyatları alışsatış tablosu,"['altında', 'düşüş', 'başladı']","['alt', 'düşüş', 'başla']","['süre', 'dir', 'rekor', 'üzerine', 'rekor', 'kırarak', 'yatırımcısını', 'güldüren', 'altın', 'fiyatları', 'bugün', 'itibarıyla', 'düşmeye', 'başladı', 'bugün', 'gram', 'altın', 'bin', 'tlden', 'çeyrek', 'ise', 'bin', 'tlden', 'işlem', 'görüyor', 'temmuz', 'canlı', 'altın', 'fiyatları', 'alışsatış', 'tablosu']","['süre', 'i', 'rekor', 'üzer', 'rekor', 'kır', 'yatırımcı', 'gül', 'altın', 'fiyat', 'bugün', 'itibar', 'düş', 'başla', 'bugün', 'gram', 'altın', 'bin', 'tl', 'çeyrek', 'i', 'bin', 'tl', 'işlem', 'gör', 'temmuz', 'canlı', 'altın', 'fiyat', 'alışsatış', 'tablo']"
economics,altın fiyatları yükselişi sürüyor,1,altın fiyatları canlı rakamlar üzerinden takip ediliyor yeni hafta öncesi cumhuriyet altını tlden işlem görüyordu öte yandan çeyrek gram altın piyasa dalgalanmalarına bağlı olarak değerlerini yenileyerek yükselişini sürdürmektedir peki temmuz,"['altın', 'fiyatları', 'yükselişi', 'sürüyor']","['altın', 'fiyat', 'yükseliş', 'sür']","['altın', 'fiyatları', 'canlı', 'rakamlar', 'üzerinden', 'takip', 'ediliyor', 'yeni', 'hafta', 'öncesi', 'cumhuriyet', 'altını', 'tlden', 'işlem', 'görüyordu', 'öte', 'yandan', 'çeyrek', 'gram', 'altın', 'piyasa', 'dalgalanmalarına', 'bağlı', 'olarak', 'değerlerini', 'yenileyerek', 'yükselişini', 'sürdürmekte', 'dir', 'peki', 'temmuz']","['altın', 'fiyat', 'canlı', 'rakam', 'üzer', 'takip', 'et', 'yeni', 'hafta', 'önce', 'cumhuriyet', 'alt', 'tl', 'işlem', 'gör', 'öte', 'yan', 'çeyrek', 'gram', 'altın', 'piyas', 'dalgalanma', 'bağlı', 'olarak', 'değer', 'yenile', 'yükseliş', 'sür', 'i', 'peki', 'temmuz']"
economics,küresel piyasalar karışık seyrediyor,1,küresel piyasalar abd merkez bankası fed yetkililerinin temkinli duruşlarını korumaya devam etmesi açıklanan verilerden alınan sinyallerle karışık seyir izliyor anadolu ajansı,"['küresel', 'piyasalar', 'karışık', 'seyrediyor']","['küresel', 'piyasa', 'karışık', 'seyret']","['küresel', 'piyasalar', 'abd', 'merkez', 'bankası', 'fed', 'yetkililerinin', 'temkinli', 'duruşlarını', 'korumaya', 'devam', 'etmesi', 'açıklanan', 'verilerden', 'alınan', 'sinyallerle', 'karışık', 'seyir', 'izliyor', 'anadolu', 'ajansı']","['küresel', 'piyasa', 'abd', 'merkez', 'banka', 'fed', 'yetkili', 'temkinli', 'duruş', 'koru', 'devam', 'et', 'açıkla', 'veri', 'al', 'sinyal', 'karışık', 'seyir', 'izle', 'anadolu', 'ajan']"
economics,temmuz altın fiyatları düşüşte,1,haftanın ikinci iş gününde altın fiyatları son dakika gelişmeleri gündeme yerleşiyor son günlerde düşüş eğilimine geçen gram çeyrek altındaki hareketlilik dikkat çekiyor ons tarafında yaşanan gevşemeyle gram altın yeniden tl çeyrek altın b,"['temmuz', 'altın', 'fiyatları', 'düşüşte']","['temmuz', 'altın', 'fiyat', 'düşüşte']","['haftanın', 'ikinci', 'iş', 'gününde', 'altın', 'fiyatları', 'son', 'dakika', 'gelişmeleri', 'gündeme', 'yerleşiyor', 'son', 'günlerde', 'düşüş', 'eğilimine', 'geçen', 'gram', 'çeyrek', 'altında', 'ki', 'hareketlilik', 'dikkat', 'çekiyor', 'ons', 'tarafında', 'yaşanan', 'gevşemeyle', 'gram', 'altın', 'yeniden', 'tl', 'çeyrek', 'altın', 'b']","['hafta', 'ikinci', 'iş', 'gün', 'altın', 'fiyat', 'son', 'dakika', 'geliş', 'gündem', 'yerleş', 'son', 'gün', 'düşüş', 'eğilim', 'geç', 'gram', 'çeyrek', 'altı', 'ki', 'hareketlilik', 'dikkat', 'çek', 'ons', 'taraf', 'yaşa', 'gevşe', 'gram', 'altın', 'yeniden', 'tl', 'çeyrek', 'altın', 'b']"
politics,cumhurbaşkanı erdoğan macaristan başbakanı orbanı kabul etti,1,cumhurbaşkanı recep tayyip erdoğan nato devlet hükümet başkanları zirvesine katılmak üzere geldiği abdnin başkenti washingtonda macaristan başbakanı viktor orban araya geldi,"['cumhurbaşkanı', 'erdoğan', 'macaristan', 'başbakanı', 'orbanı', 'kabul', 'etti']","['cumhurbaşkanı', 'erdoğan', 'macaristan', 'başbakan', 'orban', 'kabul', 'et']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'nato', 'devlet', 'hükümet', 'başkanları', 'zirvesine', 'katılmak', 'üzere', 'geldiği', 'abdnin', 'başkenti', 'washingtonda', 'macaristan', 'başbakanı', 'viktor', 'orban', 'araya', 'geldi']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'nato', 'devlet', 'hükümet', 'başkan', 'zirve', 'kat', 'üzere', 'gel', 'abdn', 'başkent', 'washington', 'macaristan', 'başbakan', 'viktor', 'orban', 'ara', 'gel']"
politics,cumhurbaşkanı dış politika güvenlik başdanışmanı kılıç alman bakan pentzi kabul etti,1,cumhurbaşkanı dış politika güvenlik başdanışmanı büyükelçi akif çağatay kılıç almanya hessen eyaleti federal avrupa işleri bakanı manfred pentz beraberindeki heyeti kabul etti,"['cumhurbaşkanı', 'dış', 'politika', 'güvenlik', 'başdanışmanı', 'kılıç', 'alman', 'bakan', 'pentzi', 'kabul', 'etti']","['cumhurbaşkanı', 'dış', 'politika', 'güvenlik', 'başdanışman', 'kılıç', 'alman', 'bakan', 'pent', 'kabul', 'et']","['cumhurbaşkanı', 'dış', 'politika', 'güvenlik', 'başdanışmanı', 'büyükelçi', 'akif', 'çağatay', 'kılıç', 'almanya', 'hessen', 'eyaleti', 'federal', 'avrupa', 'işleri', 'bakanı', 'manfred', 'pentz', 'beraberinde', 'ki', 'heyeti', 'kabul', 'etti']","['cumhurbaşkanı', 'dış', 'politika', 'güvenlik', 'başdanışman', 'büyükelçi', 'akif', 'çağatay', 'kılıç', 'almanya', 'hessen', 'eyalet', 'federal', 'avrupa', 'iş', 'bakan', 'manfred', 'pentz', 'beraber', 'ki', 'heyet', 'kabul', 'et']"
economics,merkez bankası faiz kararını açıkladı,1,merkez bankası para politikası kurulu bugün faiz kararını açıkladı geçen ay politika faizini yüzde sabit bırakan banka ay sabit tutulmasına karar verdi,"['merkez', 'bankası', 'faiz', 'kararını', 'açıkladı']","['merkez', 'banka', 'faiz', 'karar', 'açıkla']","['merkez', 'bankası', 'para', 'politikası', 'kurulu', 'bugün', 'faiz', 'kararını', 'açıkladı', 'geçen', 'ay', 'politika', 'faizini', 'yüzde', 'sabit', 'bırakan', 'banka', 'ay', 'sabit', 'tutulmasına', 'karar', 'verdi']","['merkez', 'banka', 'para', 'politika', 'kurul', 'bugün', 'faiz', 'karar', 'açıkla', 'geçen', 'ay', 'politika', 'faiz', 'yüz', 'sabit', 'bırak', 'banka', 'ay', 'sabit', 'tut', 'karar', 'ver']"
economics,küresel piyasalar karışık seyrediyor,1,abd merkez bankasının fed sene iki kez faiz indirimine gideceği beklentisi abd borsalarında risk iştahını artırsa ülkede gerçekleştirilecek seçimin sonuçlarının oluşturduğu belirsizliklerle asyada yön arayışı öne çıkıyor,"['küresel', 'piyasalar', 'karışık', 'seyrediyor']","['küresel', 'piyasa', 'karışık', 'seyret']","['abd', 'merkez', 'bankasının', 'fed', 'sene', 'iki', 'kez', 'faiz', 'indirimine', 'gideceği', 'beklentisi', 'abd', 'borsalarında', 'risk', 'iştahını', 'artırsa', 'ülkede', 'gerçekleştirilecek', 'seçimin', 'sonuçlarının', 'oluşturduğu', 'belirsizliklerle', 'asyada', 'yön', 'arayışı', 'öne', 'çıkıyor']","['abd', 'merkez', 'banka', 'fed', 'sene', 'iki', 'kez', 'faiz', 'indirim', 'git', 'beklenti', 'abd', 'borsa', 'risk', 'iştah', 'art', 'ülke', 'gerçekleş', 'seçim', 'sonuç', 'oluş', 'belirsizlik', 'asya', 'yön', 'arayış', 'ön', 'çık']"
politics,tbmm başkanı kurtulmuş abd düşünce kuruluşu temsilcileriyle buluştu,1,kurtulmuş yakın çevremizde var olan sorunların süratle çözülmesi barış perspektifinin ortaya konularak bölge ülkeleri arasında normalleşmenin temin edilmesi dış politika perspektifimizde önemli başlıklarımızdan birisidir dedi,"['tbmm', 'başkanı', 'kurtulmuş', 'abd', 'düşünce', 'kuruluşu', 'temsilcileriyle', 'buluştu']","['tbmm', 'başkan', 'kurtul', 'abd', 'düşünce', 'kuruluş', 'temsilci', 'buluş']","['kurtulmuş', 'yakın', 'çevremizde', 'var', 'olan', 'sorunların', 'süratle', 'çözülmesi', 'barış', 'perspektifinin', 'ortaya', 'konularak', 'bölge', 'ülkeleri', 'arasında', 'normalleşmenin', 'temin', 'edilmesi', 'dış', 'politika', 'perspektifimizde', 'önem', 'li', 'başlıklarımızdan', 'birisi', 'dir', 'dedi']","['kurtul', 'yakın', 'çevre', 'var', 'ol', 'sorun', 'sürat', 'çöz', 'barış', 'perspektif', 'orta', 'kon', 'bölge', 'ülke', 'ara', 'nor', 'temin', 'et', 'dış', 'politika', 'perspek', 'önem', 'li', 'başlık', 'biri', 'i', 'de']"
economics,tcmb faiz kararını salı günü açıklayacak,1,merkez bankası para politikası kurulu faiz kararını temmuz salı günü açıklayacak banka önceki toplantıda politika faizini yüzde seviyesinde sabit tutmuştu,"['tcmb', 'faiz', 'kararını', 'salı', 'günü', 'açıklayacak']","['tcmb', 'faiz', 'karar', 'salı', 'gün', 'açıkla']","['merkez', 'bankası', 'para', 'politikası', 'kurulu', 'faiz', 'kararını', 'temmuz', 'salı', 'günü', 'açıklayacak', 'banka', 'önce', 'ki', 'toplantıda', 'politika', 'faizini', 'yüzde', 'seviyesinde', 'sabit', 'tutmuştu']","['merkez', 'banka', 'para', 'politika', 'kurul', 'faiz', 'karar', 'temmuz', 'salı', 'gün', 'açıkla', 'banka', 'önce', 'ki', 'toplantı', 'politika', 'faiz', 'yüz', 'seviye', 'sabit', 'tut']"
economics,alman devinden türkiye yorumu indirim bekliyoruz,1,deutsche bank yetkilisi türkiyede yıl sonu itibarıyla enflasyonun yüzde seviyesine gerilemesini politika faizinde ise kasım aralık olmak üzere baz puan faiz indirimi öngördüğünü açıkladı,"['alman', 'devinden', 'türkiye', 'yorumu', 'indirim', 'bekliyoruz']","['alman', 'dev', 'türkiye', 'yorum', 'indirim', 'bekle']","['deutsche', 'bank', 'yetkilisi', 'türkiyede', 'yıl', 'sonu', 'itibarıyla', 'enflasyonun', 'yüzde', 'seviyesine', 'gerilemesini', 'politika', 'faizinde', 'ise', 'kasım', 'aralık', 'olmak', 'üzere', 'baz', 'puan', 'faiz', 'indirimi', 'öngördüğünü', 'açıkladı']","['deutsche', 'bank', 'yetkili', 'türkiye', 'yıl', 'son', 'itibar', 'enflasyon', 'yüz', 'seviye', 'ger', 'politika', 'faiz', 'i', 'kasım', 'aralık', 'ol', 'üzere', 'baz', 'puan', 'faiz', 'indir', 'öngör', 'açıkla']"
economics,fedin bej kitabı ekonomik büyümenin yavaşlamasının beklendiğini ortaya koydu,1,abd merkez bankası fed ülkede yaklaşan seçimler iç politika jeopolitik çatışmalar enflasyona ilişkin belirsizlik nedeniyle gelecek ayda ekonominin yavaş büyümesinin beklendiğini bildirdi,"['fedin', 'bej', 'kitabı', 'ekonomik', 'büyümenin', 'yavaşlamasının', 'beklendiğini', 'ortaya', 'koydu']","['fedin', 'bej', 'kitap', 'ekonomik', 'büyü', 'yavaşla', 'bekle', 'orta', 'koy']","['abd', 'merkez', 'bankası', 'fed', 'ülkede', 'yaklaşan', 'seçimler', 'iç', 'politika', 'jeopolitik', 'çatışmalar', 'enflasyona', 'ilişkin', 'belirsizlik', 'nedeniyle', 'gelecek', 'ayda', 'ekonominin', 'yavaş', 'büyümesinin', 'beklendiğini', 'bildirdi']","['abd', 'merkez', 'banka', 'fed', 'ülke', 'yaklaş', 'seçim', 'iç', 'politika', 'jeopolitik', 'çatışma', 'enflasyon', 'ilişkin', 'belirsizlik', 'neden', 'gelecek', 'ay', 'ekonomi', 'yavaş', 'büyü', 'bekle', 'bil']"
other,nüfus artışı için yeni önlemler yolda,1,doğum oranlarındaki tarihi düşüşler tüm dünyayı alarma geçirdi türkiye son dönemde azalan doğumlar için dünyadaki örnekleri inceleyerek politika geliştirecekdevamı için tıklayınız,"['nüfus', 'artışı', 'için', 'yeni', 'önlemler', 'yolda']","['nüfus', 'artış', 'için', 'yeni', 'önlem', 'yol']","['doğum', 'oranlarında', 'ki', 'tarihi', 'düşüşler', 'tüm', 'dünyayı', 'alarma', 'geçirdi', 'türkiye', 'son', 'dönemde', 'azalan', 'doğumlar', 'için', 'dünyada', 'ki', 'örnekleri', 'inceleyerek', 'politika', 'geliştirecekdevamı', 'için', 'tıklayınız']","['doğum', 'oran', 'ki', 'tarihi', 'düşüş', 'tüm', 'dünya', 'alarma', 'geçir', 'türkiye', 'son', 'dönem', 'azal', 'doğum', 'için', 'dünya', 'ki', 'örnek', 'incele', 'politika', 'geliş', 'için', 'tıkla']"
economics,merkez bankası kararı sonrası dolardan ilk tepki,1,merkez bankası politika faizini açıklamasının ardından güne lira seviyesinden başlayan dolar kuru den işlem görüyor euro kuru seviyesinde seyrediyor,"['merkez', 'bankası', 'kararı', 'sonrası', 'dolardan', 'ilk', 'tepki']","['merkez', 'banka', 'karar', 'sonra', 'dolar', 'ilk', 'tepki']","['merkez', 'bankası', 'politika', 'faizini', 'açıklamasının', 'ardından', 'güne', 'lira', 'seviyesinden', 'başlayan', 'dolar', 'kuru', 'den', 'işlem', 'görüyor', 'euro', 'kuru', 'seviyesinde', 'seyrediyor']","['merkez', 'banka', 'politika', 'faiz', 'açıkla', 'ardından', 'gün', 'lira', 'seviye', 'başla', 'dolar', 'kuru', 'den', 'işlem', 'gör', 'euro', 'kuru', 'seviye', 'seyret']"
economics,merkez bankası zaman faiz indirecek tepav tarih verdi,1,türkiye ekonomi politikaları araştırma vakfı tepav aylık ekonomik değerlendirme raporunda tcmbnin politika faizini sınırlı aşamalı indirmeye başlaması için koşulların eylül ayından itibaren uygun hale gelebileceği belirtildi,"['merkez', 'bankası', 'zaman', 'faiz', 'indirecek', 'tepav', 'tarih', 'verdi']","['merkez', 'banka', 'zaman', 'faiz', 'in', 'tepav', 'tarih', 'ver']","['türkiye', 'ekonomi', 'politikaları', 'araştırma', 'vakfı', 'tepav', 'aylık', 'ekonomik', 'değerlendirme', 'raporunda', 'tcmbnin', 'politika', 'faizini', 'sınırlı', 'aşamalı', 'indirmeye', 'başlaması', 'için', 'koşulların', 'eylül', 'ayından', 'itibaren', 'uygun', 'hale', 'gelebileceği', 'belirtildi']","['türkiye', 'ekonomi', 'politika', 'araştır', 'vak', 'tepav', 'aylık', 'ekonomik', 'değerlen', 'rapor', 'tcmbn', 'politika', 'faiz', 'sınırlı', 'aşamal', 'in', 'başla', 'için', 'koşul', 'eylül', 'ay', 'itibaren', 'uygun', 'hal', 'gel', 'belir']"
economics,abdnin büyüme verisi bekleniyor,0,geçen hafta artan jeopolitik riskler küresel yazılım sorunu abd borsalarında teknoloji hisseleriyle başlayan düşüşlerin dünya geneline yayılmasının etkisiyle satış ağırlıklı seyir izlenirken gözler abdde açıklanacak büyüme verisine çevrildi,"['abdnin', 'büyüme', 'verisi', 'bekleniyor']","['abdn', 'büyü', 'veri', 'bekle']","['geçen', 'hafta', 'artan', 'jeopolitik', 'riskler', 'küresel', 'yazılım', 'sorunu', 'abd', 'borsalarında', 'teknoloji', 'hisseleriyle', 'başlayan', 'düşüşlerin', 'dünya', 'geneline', 'yayılmasının', 'etkisiyle', 'satış', 'ağırlıklı', 'seyir', 'izlenirken', 'gözler', 'abdde', 'açıklanacak', 'büyüme', 'verisine', 'çevrildi']","['geçen', 'hafta', 'art', 'jeopolitik', 'risk', 'küresel', 'yazılım', 'sorun', 'abd', 'borsa', 'teknoloji', 'hisse', 'başla', 'düşüş', 'dünya', 'genel', 'yay', 'etki', 'satış', 'ağırlıklı', 'seyir', 'izle', 'göz', 'abdde', 'açıkla', 'büyü', 'veri', 'çevir']"
economics,piyasa tcmbnin haziranı pas geçmesini bekliyor,1,bloomberg htnin faiz anketine katılan kurumlar haziranda gerçekleşecek toplantıda türkiye cumhuriyet merkez bankasının tcmb politika faizini yüzde seviyesinde sabit tutacağını öngördü,"['piyasa', 'tcmbnin', 'haziranı', 'pas', 'geçmesini', 'bekliyor']","['piyas', 'tcmbn', 'haziran', 'pas', 'geç', 'bekle']","['bloomberg', 'htnin', 'faiz', 'anketine', 'katılan', 'kurumlar', 'haziranda', 'gerçekleşecek', 'toplantıda', 'türkiye', 'cumhuriyet', 'merkez', 'bankasının', 'tcmb', 'politika', 'faizini', 'yüzde', 'seviyesinde', 'sabit', 'tutacağını', 'öngördü']","['bloomberg', 'htin', 'faiz', 'anket', 'kat', 'kurum', 'haziran', 'gerçekleş', 'toplantı', 'türkiye', 'cumhuriyet', 'merkez', 'banka', 'tcmb', 'politika', 'faiz', 'yüz', 'seviye', 'sabit', 'tut', 'öngör']"
sports,şehir efsanesinden kurtul artık türkiye,0,futbol kültürü olmayan ülkenin hakem konusunda sağlıklı temelde birleşmesini beklemek elbette hayal,"['şehir', 'efsanesinden', 'kurtul', 'artık', 'türkiye']","['şehir', 'efsane', 'kurtul', 'artık', 'türkiye']","['futbol', 'kültürü', 'olmayan', 'ülkenin', 'hakem', 'konusunda', 'sağlıklı', 'temelde', 'birleşmesini', 'beklemek', 'elbette', 'hayal']","['futbol', 'kültür', 'ol', 'ülke', 'hakem', 'konu', 'sağlıklı', 'temel', 'birleş', 'bekle', 'elbette', 'hayal']"
politics,yunan medyasından skandal başlıklar türkler gece ansızın gelebileceğini hatırlatıyor dediler barış harekatına gösteri yorumu,1,kıbrıs barış harekatının yılı yunan medyası manşetlerinde geniş yer buldu yunan basınında neredeyse tüm manşetler türkiye kktcnin yıl kutlamalarıyla dolarken kuzey kıbrıs türkiye ilgili provakatif başlıklara yer verildi,"['yunan', 'medyasından', 'skandal', 'başlıklar', 'türkler', 'gece', 'ansızın', 'gelebileceğini', 'hatırlatıyor', 'dediler', 'barış', 'harekatına', 'gösteri', 'yorumu']","['yunan', 'medya', 'skandal', 'başlık', 'türk', 'gece', 'ansızın', 'gel', 'hatırla', 'de', 'barış', 'harekat', 'gösteri', 'yorum']","['kıbrıs', 'barış', 'harekatının', 'yılı', 'yunan', 'medyası', 'manşetlerinde', 'geniş', 'yer', 'buldu', 'yunan', 'basınında', 'neredeyse', 'tüm', 'manşetler', 'türkiye', 'kktcnin', 'yıl', 'kutlamalarıyla', 'dolarken', 'kuzey', 'kıbrıs', 'türkiye', 'ilgili', 'provakatif', 'başlıklara', 'yer', 'verildi']","['kıbrıs', 'barış', 'harekat', 'yıl', 'yunan', 'medya', 'manşet', 'geniş', 'yer', 'bul', 'yunan', 'basın', 'neredeyse', 'tüm', 'manşet', 'türkiye', 'kktcn', 'yıl', 'kutlama', 'dol', 'kuzey', 'kıbrıs', 'türkiye', 'ilgili', 'provakatif', 'başlık', 'yer', 'ver']"
entertainment,iman casablanca türkiye benim kaderim başka yere gidemem,1,faslı oyuncu iman casablanca müdür adlı singleını beğeniye sundu oyunculuktan önce şarkıcılık deneyimi olduğunu söyleyen casablanca projelerini türkiyeye olan sevgisini anlattı fasta aile baskısından kaçarak türkiyeye geldiğini ifade eden,"['iman', 'casablanca', 'türkiye', 'benim', 'kaderim', 'başka', 'yere', 'gidemem']","['iman', 'casablanca', 'türkiye', 'ben', 'kader', 'başka', 'yer', 'git']","['faslı', 'oyuncu', 'iman', 'casablanca', 'müdür', 'adlı', 'singleını', 'beğeniye', 'sundu', 'oyunculuktan', 'önce', 'şarkıcılık', 'deneyimi', 'olduğunu', 'söyleyen', 'casablanca', 'projelerini', 'türkiyeye', 'olan', 'sevgisini', 'anlattı', 'fasta', 'aile', 'baskısından', 'kaçarak', 'türkiyeye', 'geldiğini', 'ifade', 'eden']","['faslı', 'oyuncu', 'iman', 'casablanca', 'müdür', 'adlı', 'sing', 'beğeni', 'sun', 'oyunculuk', 'önce', 'şarkıcılık', 'deney', 'ol', 'söyle', 'casablanca', 'proje', 'türkiye', 'ol', 'sevgi', 'anlat', 'fasta', 'aile', 'baskı', 'kaç', 'türkiye', 'gel', 'ifade', 'et']"
entertainment,hülya koçyiğit ali şen sette linçten korudu,1,hülya koçyiğit geçen gün türkiye kültür yolu festivali kapsamında trabzonlular araya geldi,"['hülya', 'koçyiğit', 'ali', 'şen', 'sette', 'linçten', 'korudu']","['hülya', 'koçyiğit', 'ali', 'şen', 'sette', 'linç', 'koru']","['hülya', 'koçyiğit', 'geçen', 'gün', 'türkiye', 'kültür', 'yolu', 'festiva', 'li', 'kapsamında', 'trabzonlular', 'araya', 'geldi']","['hülya', 'koçyiğit', 'geçen', 'gün', 'türkiye', 'kültür', 'yol', 'festiva', 'li', 'kapsam', 'trabzonlu', 'ara', 'gel']"
sports,yıldızlarla dolu süper ligin yol haritası belli oldu,1,süper ligde sezonunun fikstürü dün türkiye futbol federasyonunun rivadaki merkezinde çekildi,"['yıldızlarla', 'dolu', 'süper', 'ligin', 'yol', 'haritası', 'belli', 'oldu']","['yıldız', 'dolu', 'süper', 'lig', 'yol', 'harita', 'belli', 'ol']","['süper', 'ligde', 'sezonunun', 'fikstürü', 'dün', 'türkiye', 'futbol', 'federasyonunun', 'rivada', 'ki', 'merkezinde', 'çekildi']","['süper', 'lig', 'sezon', 'fikstür', 'dün', 'türkiye', 'futbol', 'federasyon', 'riva', 'ki', 'merkez', 'çek']"
sports,ismail uyanık tff başkanlığı için adaylıktan vazgeçti,1,önce türkiye futbol federasyonu başkanlığına aday olduğunu açıklayan ismail uyanık kararından vazgeçtiğini açıkladı,"['ismail', 'uyanık', 'tff', 'başkanlığı', 'için', 'adaylıktan', 'vazgeçti']","['ismail', 'uyanık', 'tff', 'başkanlık', 'için', 'adaylık', 'vazgeç']","['önce', 'türkiye', 'futbol', 'federasyonu', 'başkanlığına', 'aday', 'olduğunu', 'açıklayan', 'ismail', 'uyanık', 'kararından', 'vazgeçtiğini', 'açıkladı']","['önce', 'türkiye', 'futbol', 'federasyon', 'başkanlık', 'aday', 'ol', 'açıkla', 'ismail', 'uyanık', 'karar', 'vazgeç', 'açıkla']"
sports,tff başkan adayı ibrahim hacıosmanoğlundan fenerbahçeye övgü en muhteşem,1,türkiye futbol federasyonu başkan adayı ibrahim hacıosmanoğlu seçim gündemine dair açıklamalarda bulundu,"['tff', 'başkan', 'adayı', 'ibrahim', 'hacıosmanoğlundan', 'fenerbahçeye', 'övgü', 'en', 'muhteşem']","['tff', 'başkan', 'aday', 'ibrahim', 'hacıosmanoğlun', 'fenerbahçe', 'övgü', 'en', 'muhteşem']","['türkiye', 'futbol', 'federasyonu', 'başkan', 'adayı', 'ibrahim', 'hacıosmanoğlu', 'seçim', 'gündemine', 'dair', 'açıklamalarda', 'bulundu']","['türkiye', 'futbol', 'federasyon', 'başkan', 'aday', 'ibrahim', 'hacıosmanoğlu', 'seçim', 'gündem', 'dair', 'açıklama', 'bulun']"
sports,euro puan durumu fikstür türkiye euro puanı kaç kaçıncı sırada euro puan durumu türkiye f grubu,1,euro puan durumu güncel maçların ardından merak ediliyor milli takımımız f grubunda mücadele ediyor türkiye portekiz maçı sonrası euro puan durumu f grubu araştırılıyor avrupa futbol şampiyonası grup maçlarının haziranda biteceği tur,"['euro', 'puan', 'durumu', 'fiks', 'tür', 'türkiye', 'euro', 'puanı', 'kaç', 'kaçıncı', 'sırada', 'euro', 'puan', 'durumu', 'türkiye', 'f', 'grubu']","['euro', 'puan', 'durum', 'fiks', 'tür', 'türkiye', 'euro', 'puan', 'kaç', 'kaçıncı', 'sıra', 'euro', 'puan', 'durum', 'türkiye', 'f', 'grup']","['euro', 'puan', 'durumu', 'güncel', 'maçların', 'ardından', 'merak', 'ediliyor', 'milli', 'takımımız', 'f', 'grubunda', 'mücadele', 'ediyor', 'türkiye', 'portekiz', 'maçı', 'sonrası', 'euro', 'puan', 'durumu', 'f', 'grubu', 'araştırılıyor', 'avrupa', 'futbol', 'şampiyonası', 'grup', 'maçlarının', 'haziranda', 'biteceği', 'tur']","['euro', 'puan', 'durum', 'güncel', 'maç', 'ardından', 'merak', 'et', 'milli', 'takım', 'f', 'grup', 'mücadele', 'et', 'türkiye', 'portekiz', 'maçı', 'sonra', 'euro', 'puan', 'durum', 'f', 'grup', 'araştır', 'avrup', 'futbol', 'şampiyona', 'grup', 'maç', 'haziran', 'bit', 'i']"
sports,tff başkanı mehmet büyükekşi ilk hedefimiz gruptan çıkmak,1,türkiye futbol federasyonu tff başkanı mehmet büyükekşi ilk kez avrupa şampiyonasına galibiyetle başladıklarına dikkat çekerek avrupa futbol şampiyonasında euro ilk hedeflerinin gruptan çıkmak olduğunu söyledi,"['tff', 'başkanı', 'mehmet', 'büyükekşi', 'ilk', 'hedefimiz', 'gruptan', 'çıkmak']","['tff', 'başkan', 'mehmet', 'büyükekşi', 'ilk', 'hedef', 'grup', 'çık']","['türkiye', 'futbol', 'federasyonu', 'tff', 'başkanı', 'mehmet', 'büyükekşi', 'ilk', 'kez', 'avrupa', 'şampiyonasına', 'galibiyetle', 'başladıklarına', 'dikkat', 'çekerek', 'avrupa', 'futbol', 'şampiyonasında', 'euro', 'ilk', 'hedeflerinin', 'gruptan', 'çıkmak', 'olduğunu', 'söyledi']","['türkiye', 'futbol', 'federasyon', 'tff', 'başkan', 'mehmet', 'büyükekşi', 'ilk', 'kez', 'avrup', 'şampiyona', 'galibiyet', 'başla', 'dikkat', 'çek', 'avrupa', 'futbol', 'şampiyona', 'euro', 'ilk', 'hedef', 'grup', 'çık', 'ol', 'söyle']"
